SIGLA,RAMO,Créditos,CICLO,CRR,CÓDIGO BANNER,BLOQUE ACADÉMICO,TRACK/ÁREA,N° VERSIONES,RESOLUCIÓN ÚLTIMA,VERSIÓN,PERIODO DE VIGENCIA,SUB-ÁREA,TIPO CURSO,TIPO OPTATIVIDAD,Alumnos del programa 2012,Alumnos que aprobaron el curso 2012,Alumnos que falta por aprobar 2012,Alumnos del programa 2013,Alumnos que aprobaron el curso 2013,Alumnos que falta por aprobar 2013,Alumnos del programa 2014,Alumnos que aprobaron el curso 2014,Alumnos que falta por aprobar 2014,Alumnos del programa 2015,Alumnos que aprobaron el curso 2015,Alumnos que falta por aprobar 2015,Alumnos del programa 2016,Alumnos que aprobaron el curso 2016,Alumnos que falta por aprobar 2016,Alumnos del programa 2017,Alumnos que aprobaron el curso 2017,Alumnos que falta por aprobar 2017,Alumnos del programa 2018,Alumnos que aprobaron el curso 2018,Alumnos que falta por aprobar 2018,201520,201522,201620,201622,201720,201722,201820,201822,201520,201522,201620,201622,201720,201722,201820,201822,SEMESTRE
IIC3242,Complejidad Computacional,10,1,CRR2013,M764,Major en Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,135/2016,Vs.01,201320,No aplica,Optativo,Elegir 30 de un track entre lista 1,5,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,11,0,8,0,7,0,0,0,1,0,1,0,1,0,7-May
IIC3263,Teoría de Modelos Finitos,10,1,CRR2013,M764,Major en Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,135/2016,Vs.01,201320,No aplica,Optativo,Elegir 30 de un track entre lista 1,5,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,5,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,6
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,M764,Major en Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,135/2016,Vs.01,201320,No aplica,Optativo,Elegir 30 de un track entre lista 1,5,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,5/6/2007
IIC3810,Tópicos Avanzados en Teoría de la Computación,10,1,CRR2013,M764,Major en Ingeniería Matemática-Track 3: Teoría de la Computación,Track 3: Teoría de la Computación,2,135/2016,Vs.01,201320,No aplica,Optativo,Elegir 30 de un track entre lista 1,5,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,13,0,8,0,5,0,0,0,1,0,1,0,1,0,7-May
IIC2233,Programación Avanzada,10,1,CRR2013,M129,Major en Ingeniería Matemática - Track 1: Fundamentos de Optimización,Track 1: Fundamentos de Optimización,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,1,1,0,4,1,3,4,1,3,5,0,5,0,0,0,14,3,11,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6
IIC2233,Programación Avanzada,10,1,CRR2013,M130,Major en Ingeniería Matemática - Track 2: Fundamentos de Análisis Numérico,Track 2: Fundamentos de Análisis Numérico,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,1,1,0,5,4,1,6,1,5,7,0,7,0,0,0,19,6,13,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6
IIC2233,Programación Avanzada,10,1,CRR2013,M131,Major en Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 3: Cuantificación de Incertidumbre,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,2,1,1,5,3,2,2,0,2,1,0,1,0,0,0,10,4,6,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6
IIC2233,Programación Avanzada,10,1,CRR2013,M135,Major en Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,2,1,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,M135,Major en Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,3,2,1,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,5/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,M135,Major en Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,135/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 entre Lista 1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,1,2,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,5/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,M135,Major en Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,135/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 entre Lista 1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,3,1,2,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,M135,Major en Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,135/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 entre Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8
IIC2233,Programación Avanzada,10,1,CRR2013,M074,Major en Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,3,3,0,4,2,2,7,5,2,4,0,4,0,0,0,18,10,8,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6
IIC2413,Bases de Datos,10,1,CRR2013,M074,Major en Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,135/2016,Vs.02,201320,No aplica,Mínimo,No aplica,0,0,0,3,3,0,4,1,3,7,0,7,4,0,4,0,0,0,18,4,14,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,5/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,M074,Major en Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,135/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 entre Lista 1,0,0,0,3,2,1,4,0,4,7,0,7,4,0,4,0,0,0,18,2,16,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,5/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,M074,Major en Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,135/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 entre Lista 1,0,0,0,3,1,2,4,1,3,7,0,7,4,0,4,0,0,0,18,2,16,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N770,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.01,201320,No aplica,Mínimo,No aplica,15,12,3,17,10,7,13,3,10,0,0,0,0,0,0,0,0,0,45,25,20,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N770,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.01,201320,No aplica,Mínimo,No aplica,15,9,6,17,9,8,13,3,10,0,0,0,0,0,0,0,0,0,45,21,24,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N770,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.01,201320,No aplica,Mínimo,No aplica,15,9,6,17,7,10,13,0,13,0,0,0,0,0,0,0,0,0,45,16,29,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC2513,Tecnologías y Aplicaciones Web,10,1,CRR2013,N770,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.01,201320,No aplica,Mínimo,No aplica,15,13,2,17,15,2,13,5,8,0,0,0,0,0,0,0,0,0,45,33,12,27,26,35,22,47,38,67,65,1,1,1,1,1,1,1,1,6/7/2008
IIC2523,Sistemas Distribuidos,10,1,CRR2013,N770,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.01,201320,No aplica,Mínimo,No aplica,15,11,4,17,9,8,13,0,13,0,0,0,0,0,0,0,0,0,45,20,25,0,12,0,21,0,26,0,32,0,1,0,1,0,1,0,1,8-Jun
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Mínimo,No aplica,1,0,1,1,0,1,3,0,3,13,0,13,0,0,0,0,0,0,18,0,18,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Mínimo,No aplica,1,0,1,1,0,1,3,0,3,13,0,13,0,0,0,0,0,0,18,0,18,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Mínimo,No aplica,1,0,1,1,0,1,3,0,3,13,0,13,0,0,0,0,0,0,18,0,18,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC2523,Sistemas Distribuidos,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Mínimo,No aplica,1,0,1,1,0,1,3,0,3,13,0,13,0,0,0,0,0,0,18,0,18,0,12,0,21,0,26,0,32,0,1,0,1,0,1,0,1,8-Jun
IIC2333,Sistemas Operativos y Redes,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 entre Lista 1,1,0,1,1,0,1,3,0,3,13,1,12,0,0,0,0,0,0,18,1,17,50,49,40,41,80,58,77,53,1,1,1,1,1,1,1,1,6/7/2008
IIC2343,Arquitectura de Computadores,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 entre Lista 1,1,1,0,1,1,0,3,2,1,13,5,8,0,0,0,0,0,0,18,9,9,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 entre Lista 1,1,0,1,1,1,0,3,0,3,13,1,12,0,0,0,0,0,0,18,2,16,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC3253,Criptografía y Seguridad Computacional,10,1,CRR2013,N160,Minor de Profundidad en Fundamentos Científicos y Tecnológicos de la Computación,No aplica,2,138/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 entre Lista 1,1,0,1,1,0,1,3,0,3,13,0,13,0,0,0,0,0,0,18,0,18,19,0,16,0,16,0,32,0,1,0,1,0,1,0,1,0,7
IIC2433,Minería de Datos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Mínimo,No aplica,1,1,0,15,8,7,10,1,9,28,0,28,0,0,0,0,0,0,54,10,44,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,6/7/2008
IIC2026,Visualización de Información,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Mínimo,No aplica,1,1,0,15,8,7,10,1,9,28,0,28,0,0,0,0,0,0,54,10,44,0,0,0,0,0,17,0,54,0,0,0,0,0,1,0,1,7
IIC2613,Inteligencia Artificial,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Mínimo,No aplica,1,1,0,15,12,3,10,7,3,28,1,27,0,0,0,0,0,0,54,21,33,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,7
IIC3757,Minería de Procesos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,1,0,15,1,14,10,0,10,28,0,28,0,0,0,0,0,0,54,2,52,9,0,16,0,13,0,22,0,1,0,1,0,1,0,1,0,6/7/2008
IIC3695,Tópicos Avanzados en Inteligencia de Máquina,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,3,12,10,0,10,28,0,28,0,0,0,0,0,0,54,3,51,0,0,14,0,31,0,6,0,0,0,1,0,1,0,1,0,8-Jun
IIC3633,Sistemas Recomendadores,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,5,10,10,0,10,28,0,28,0,0,0,0,0,0,54,5,49,0,6,0,23,0,22,0,35,0,1,0,1,0,1,0,1,7
IIC3413,Implementación de Sistemas de Base de Datos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,1,14,10,0,10,28,0,28,0,0,0,0,0,0,54,1,53,10,0,9,0,12,0,10,0,1,0,1,0,1,0,1,0,8-Jun
IIC3432,Topicos Avanzados en Bases de Datos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,0,15,10,0,10,28,0,28,0,0,0,0,0,0,54,0,54,0,15,0,0,0,9,0,0,0,1,0,0,0,1,0,0,8-Jun
IIC3423,Big Data,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,3,12,10,1,9,28,0,28,0,0,0,0,0,0,54,4,50,0,0,11,0,0,0,29,0,0,0,1,0,0,0,1,0,8-Jun
IIC3640,Modelos Gráficos Probabilísticos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,0,15,10,0,10,28,0,28,0,0,0,0,0,0,54,0,54,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,8-Jun
IIC3724,Reconocimiento de Patrones,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,1,0,1,15,4,11,10,1,9,28,0,28,0,0,0,0,0,0,54,5,49,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,8-Jun
IIC3757,Minería de Procesos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,1,0,15,1,14,10,0,10,28,0,28,0,0,0,0,0,0,54,2,52,9,0,16,0,13,0,22,0,1,0,1,0,1,0,1,0,7
IIC3695,Tópicos Avanzados en Inteligencia de Máquina,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,3,12,10,0,10,28,0,28,0,0,0,0,0,0,54,3,51,0,0,14,0,31,0,6,0,0,0,1,0,1,0,1,0,7
IIC3633,Sistemas Recomendadores,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,5,10,10,0,10,28,0,28,0,0,0,0,0,0,54,5,49,0,6,0,23,0,22,0,35,0,1,0,1,0,1,0,1,6/7/2008
IIC3413,Implementación de Sistemas de Base de Datos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,1,14,10,0,10,28,0,28,0,0,0,0,0,0,54,1,53,10,0,9,0,12,0,10,0,1,0,1,0,1,0,1,0,8-Jun
IIC3432,Topicos Avanzados en Bases de Datos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,0,15,10,0,10,28,0,28,0,0,0,0,0,0,54,0,54,0,15,0,0,0,9,0,0,0,1,0,0,0,1,0,0,7
IIC3423,Big Data,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,3,12,10,1,9,28,0,28,0,0,0,0,0,0,54,4,50,0,0,11,0,0,0,29,0,0,0,1,0,0,0,1,0,8-Jun
IIC3640,Modelos Gráficos Probabilísticos,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,0,15,10,0,10,28,0,28,0,0,0,0,0,0,54,0,54,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,8-Jun
IIC3724,Reconocimiento de Patrones,10,1,CRR2013,N161,Minor de Profundidad en Data Science y Analytics,No aplica,1,139/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,15,4,11,10,1,9,28,0,28,0,0,0,0,0,0,54,5,49,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,8-Jun
IIC2613,Inteligencia Artificial,10,1,CRR2013,N188,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 1: Control y Automatización,Área 1: Control y Automatización,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,15,2,13,5,1,4,6,3,3,10,0,10,0,0,0,0,0,0,36,6,30,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Mínimo,No aplica,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2143,Ingeniería de Software,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Mínimo,No aplica,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,32,48,49,58,74,97,112,131,1,1,1,1,1,1,2,2,6/7/2008
IIC2343,Arquitectura de Computadores,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Mínimo,No aplica,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2345,Laboratorio de Arquitectura de Computadores,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC3714,Fundamentos de Procesamiento de Imágenes,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6/7/2008
IIC3724,Reconocimiento de Patrones,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,7
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N189,Minor de Profundidad en Automatización e Inteligencia Computacional - Área 2: Inteligencia Computacional,Área 2: Inteligencia Computacional,1,161/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC1253,Matemáticas Discretas,10,1,CRR2013,N191,Minor de Profundidad Articulación Ingeniería de Transporte - Área 1: Externalidades e Impacto Ambiental,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N191,Minor de Profundidad Articulación Ingeniería de Transporte - Área 1: Externalidades e Impacto Ambiental,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N191,Minor de Profundidad Articulación Ingeniería de Transporte - Área 1: Externalidades e Impacto Ambiental,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N191,Minor de Profundidad Articulación Ingeniería de Transporte - Área 1: Externalidades e Impacto Ambiental,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N191,Minor de Profundidad Articulación Ingeniería de Transporte - Área 1: Externalidades e Impacto Ambiental,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N192,Minor de Profundidad Articulación Ingeniería de Transporte - Área 2: Herramientas de Análisis y Modelación,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,6,0,6,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,13,0,13,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N192,Minor de Profundidad Articulación Ingeniería de Transporte - Área 2: Herramientas de Análisis y Modelación,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,6,0,6,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,13,0,13,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N192,Minor de Profundidad Articulación Ingeniería de Transporte - Área 2: Herramientas de Análisis y Modelación,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,6,0,6,5,1,4,2,0,2,0,0,0,0,0,0,0,0,0,13,1,12,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N192,Minor de Profundidad Articulación Ingeniería de Transporte - Área 2: Herramientas de Análisis y Modelación,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,6,0,6,5,1,4,2,0,2,0,0,0,0,0,0,0,0,0,13,1,12,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N192,Minor de Profundidad Articulación Ingeniería de Transporte - Área 2: Herramientas de Análisis y Modelación,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,6,5,1,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,13,5,8,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N193,Minor de Profundidad Articulación Ingeniería de Transporte - Área 3: Manejo de Bases de Datos,Área 3: Manejo de Bases de Datos,1,164/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 de un área distinta a la cursada en Major de lista 1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
