SIGLA,RAMO,Créditos,CICLO,CRR,CÓDIGO BANNER,BLOQUE ACADÉMICO,TRACK/ÁREA,N° VERSIONES,RESOLUCIÓN ÚLTIMA,VERSIÓN,PERIODO DE VIGENCIA,SUB-ÁREA,TIPO CURSO,TIPO OPTATIVIDAD,Alumnos del programa 2012,Alumnos que aprobaron el curso 2012,Alumnos que falta por aprobar 2012,Alumnos del programa 2013,Alumnos que aprobaron el curso 2013,Alumnos que falta por aprobar 2013,Alumnos del programa 2014,Alumnos que aprobaron el curso 2014,Alumnos que falta por aprobar 2014,Alumnos del programa 2015,Alumnos que aprobaron el curso 2015,Alumnos que falta por aprobar 2015,Alumnos del programa 2016,Alumnos que aprobaron el curso 2016,Alumnos que falta por aprobar 2016,Alumnos del programa 2017,Alumnos que aprobaron el curso 2017,Alumnos que falta por aprobar 2017,Alumnos del programa 2018,Alumnos que aprobaron el curso 2018,Alumnos que falta por aprobar 2018,201520,201522,201620,201622,201720,201722,201820,201822,201520,201522,201620,201622,201720,201722,201820,201822,SEMESTRE
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC2413,Bases de Datos,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N182,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 3: Cuantificación de Incertidumbre,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC2413,Bases de Datos,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N183,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 4: Teoría de la Computación,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2413,Bases de Datos,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 5: Data Science,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 10 cr del mismo Track cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Mínimo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2213,Lógica para Ciencias de la Computación,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,14,6,15,0,28,8,30,0,1,1,1,0,1,1,1,0,6/7/2008
IIC2223,Teoría de Autómatas y Lenguajes Formales,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,15,0,20,0,24,0,46,0,1,0,1,0,1,0,1,8-Jun
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N184,Minor de Profundidad en Teoría y Aplicación de Ingeniería Matemática - Track 5: Data Science,Track 4: Teoría de la Computación,2,160/2016,Vs.02,201320,No aplica,Optativo,Elegir 20 cr de un Track distinto al cursado en Major de Lista 1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC1253,Matemáticas Discretas,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Mínimo,No aplica,58,44,14,60,49,11,56,38,18,32,8,24,0,0,0,0,0,0,206,139,67,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2133,Estructuras de Datos y Algoritmos,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Mínimo,No aplica,58,34,24,60,28,32,56,5,51,32,0,32,0,0,0,0,0,0,206,67,139,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,6/7/2008
IIC2143,Ingeniería de Software,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Mínimo,No aplica,58,51,7,60,41,19,56,24,32,32,0,32,0,0,0,0,0,0,206,116,90,32,48,49,58,74,97,112,131,1,1,1,1,1,1,2,2,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Mínimo,No aplica,58,53,5,60,55,5,56,48,8,32,8,24,0,0,0,0,0,0,206,164,42,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Mínimo,No aplica,58,50,8,60,45,15,56,31,25,32,1,31,0,0,0,0,0,0,206,127,79,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2343,Arquitectura de Computadores,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,58,46,12,60,35,25,56,10,46,32,0,32,0,0,0,0,0,0,206,91,115,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,6/7/2008
IIC2713,Sistemas de Información,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,58,51,7,60,50,10,56,39,17,32,4,28,0,0,0,0,0,0,206,144,62,80,90,115,171,191,206,180,190,2,1,2,2,3,3,2,2,6/7/2008
IIC2513,Tecnologías y Aplicaciones Web,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,58,12,46,60,9,51,56,3,53,32,0,32,0,0,0,0,0,0,206,24,182,27,26,35,22,47,38,67,65,1,1,1,1,1,1,1,1,6/7/2008
IIC2613,Inteligencia Artificial,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,58,7,51,60,2,58,56,2,54,32,0,32,0,0,0,0,0,0,206,11,195,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2333,Sistemas Operativos y Redes,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,58,40,18,60,14,46,56,1,55,32,0,32,0,0,0,0,0,0,206,55,151,50,49,40,41,80,58,77,53,1,1,1,1,1,1,1,1,6/7/2008
IIC2283,Diseño y Análisis de Algoritmos,10,1,CRR2013,N776,Minor de Amplitud en Programación,No aplica,1,174/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,58,2,56,60,1,59,56,0,56,32,0,32,0,0,0,0,0,0,206,3,203,0,13,0,19,0,27,0,28,0,1,0,1,0,1,0,1,8-Jun
IIC2233,Programación Avanzada,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Mínimo,No aplica,1,1,0,3,0,3,10,6,4,39,4,35,0,0,0,0,0,0,53,11,42,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC2413,Bases de Datos,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Mínimo,No aplica,1,0,1,3,0,3,10,2,8,39,1,38,0,0,0,0,0,0,53,3,50,57,58,72,66,93,78,110,116,1,1,1,1,1,1,1,1,6/7/2008
IIC2733,Modelos de Procesos,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Mínimo,No aplica,1,0,1,3,1,2,10,2,8,39,4,35,0,0,0,0,0,0,53,7,46,27,17,22,0,31,18,40,39,1,1,1,0,1,1,1,1,6/7/2008
IIC2764,"Conocimiento, Cultura y Tecnología ",10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Mínimo,No aplica,1,0,1,3,0,3,10,0,10,39,0,39,0,0,0,0,0,0,53,0,53,0,43,0,34,0,49,0,86,0,1,0,1,0,1,0,1,8-Jun
IIC2713,Sistemas de Información,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Mínimo,No aplica,1,1,0,3,3,0,10,7,3,39,14,25,0,0,0,0,0,0,53,25,28,80,90,115,171,191,206,180,190,2,1,2,2,3,3,2,2,6/7/2008
IIC2513,Tecnologías y Aplicaciones Web,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,3,0,3,10,0,10,39,0,39,0,0,0,0,0,0,53,0,53,27,26,35,22,47,38,67,65,1,1,1,1,1,1,1,1,6/7/2008
IIC2433,Minería de Datos,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,3,0,3,10,0,10,39,0,39,0,0,0,0,0,0,53,0,53,0,11,0,14,0,24,0,31,0,1,0,1,0,1,0,1,8-Jun
IIC2613,Inteligencia Artificial,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,3,0,3,10,0,10,39,0,39,0,0,0,0,0,0,53,0,53,0,27,0,66,0,95,50,73,0,1,0,1,0,1,1,1,6/7/2008
IIC2986,Investigacion o Proyecto ,10,1,CRR2013,N207,Minor de Amplitud en Tecnología de Información,No aplica,1,195/2016,Vs.01,201420,No aplica,Optativo Complementario,Elegir entre lista 1,1,0,1,3,0,3,10,0,10,39,0,39,0,0,0,0,0,0,53,0,53,2,1,5,4,0,1,0,2,2,1,2,4,0,1,0,1,8-Jun
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N682,Minor de Amplitud en Sistemas de Transporte,No aplica,1,186/2016,Vs.01,201320,No aplica,Optativo,Elegir 20 entre lista 1,84,53,31,82,20,62,60,1,59,28,0,28,0,0,0,0,0,0,254,74,180,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,8-Jun
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N682,Minor de Amplitud en Sistemas de Transporte,No aplica,1,186/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,84,53,31,82,20,62,60,1,59,28,0,28,0,0,0,0,0,0,254,74,180,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,8-Jun
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N730,Minor de Amplitud en Externalidades de Transporte,No aplica,1,187/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 2,6,1,5,2,0,2,6,0,6,2,0,2,0,0,0,0,0,0,16,1,15,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,7
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N201,Minor de Amplitud en Logística y Transporte de Carga,No aplica,1,188/2016,Vs.01,201320,No aplica,Optativo,Elegir 10 entre lista 1,12,9,3,36,4,32,33,0,33,18,0,18,0,0,0,0,0,0,99,13,86,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,7
IIC2115,Programación Como Herramienta para Ingeniería,10,1,CRR2013,N201,Minor de Amplitud en Logística y Transporte de Carga,No aplica,1,188/2016,Vs.01,201320,No aplica,Optativo Complementario,Elegir entre lista 1,12,9,3,36,4,32,33,0,33,18,0,18,0,0,0,0,0,0,99,13,86,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,7
IIC1253,Matemáticas Discretas,10,1,CRR2013,N205,Minor de Amplitud en Matemáticas Aplicadas,No aplica,1,192/2016,Vs.01,201320,No aplica,Optativo,Elegir 30 entre lista 1,3,2,1,6,3,3,6,1,5,5,1,4,0,0,0,0,0,0,20,7,13,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC1253,Matemáticas Discretas,10,1,CRR2013,N206,Minor de Amplitud en Ingeniería Matemática,No aplica,1,194/2016,Vs.01,201420,No aplica,Mínimo,No aplica,3,2,1,0,0,0,3,2,1,2,2,0,0,0,0,0,0,0,8,6,2,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,6/7/2008
IIC2233,Programación Avanzada,10,1,CRR2013,N206,Minor de Amplitud en Ingeniería Matemática,No aplica,1,194/2016,Vs.01,201420,No aplica,Optativo Complementario,Elegir entre lista 1,3,0,3,0,0,0,3,0,3,2,1,1,0,0,0,0,0,0,8,1,7,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,6/7/2008
IIC1103,Introducción a la Programación,10,1,CRR2013,PC,Plan Común de Licenciatura,No aplica,0,0,0,0,No aplica,Mínimo,No aplica,,,,,,,,,,,,,,,,,,,,,,404,656,471,781,413,736,370,875,6,9,6,10,6,9,5,7,
IIC1253,Matemáticas Discretas,10,1,CRR2013,PC,Plan Común de Licenciatura,No aplica,0,0,0,0,No aplica,Optativo de Fundamentos de Ciencias o Ingeniería,No aplica,,,,,,,,,,,,,,,,,,,,,,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC2233,Programación Avanzada,10,1,CRR2013,PC,Plan Común de Licenciatura,No aplica,0,0,0,0,No aplica,Optativo de Fundamentos de Ciencias o Ingeniería,No aplica,,,,,,,,,,,,,,,,,,,,,,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC1005,Computación: Ciencia y Tecnología del Mundo Digital,10,1,CRR2013,BG,Base General de Major,No aplica,0,0,0,0,No aplica,Optativo Exploratorio,No aplica,,,,,,,,,,,,,,,,,,,,,,31,19,49,35,77,36,100,90,1,1,1,1,1,1,1,1,
IIC2115,Programación Como Herramienta para Ingeniería,10,2,CRR2013,40092,"Ingeniero Civil de Industrias, Diploma Ingeniería de Transporte",Título - Área Ciencias de la Computación,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,38,29,9,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,29,11,70,54,25,27,52,50,76,97,1,1,1,1,1,1,1,1,
IIC2233,Programación Avanzada,10,2,CRR2013,40092,"Ingeniero Civil de Industrias, Diploma Ingeniería de Transporte",Título - Área Ciencias de la Computación,0,0,Vs.01,0,No aplica,Mínimo Especialidad,Elegir 10 entre Lista 2,38,5,33,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,5,35,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3724 y IIC3724), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IIC3794,Recostrucción y Restauración de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3794 y IIC3794), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
IIC2685,Robótica Móvil ,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Automática y Robótica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización",Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6,6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,0,0,12,0,13,0,7,0,0,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Procesamiento de Señales,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC3724,Reconocimiento de Patrones,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Procesamiento de Señales,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE3724 y IIC3724), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,16,0,27,0,25,0,45,0,1,0,1,0,1,0,1,0,
IIC2714,Fundamentos de Procesamiento de Imágenes,10,2,CRR2013,40062,"Ingeniero Civil de Industrias, Diploma Ingeniería Eléctrica",Título - Área Instrumentación Astronómica,0,0,Vs.01,0,No aplica,"Optativo Especialidad, Optativo de especialización","(Optativo entre IEE2714 y IIC2714), Elegir 40 de una de las áreas de las Lista coherentes entre Lista 6",6,0,6,3,0,3,1,0,1,0,0,0,0,0,0,0,0,0,10,0,10,12,7,3,6,3,7,13,12,1,1,1,1,1,1,1,1,
IIC1253,Matemáticas Discretas,10,2,CRR2013,40094,"Ingeniero Civil de Industrias, Diploma Ingeniería Matemática",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC1253,Matemáticas Discretas,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Fundamentos de Ingeniería,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,95,79,118,79,133,110,150,192,1,1,1,1,1,1,1,2,
IIC2233,Programación Avanzada,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,53,117,110,137,143,160,223,288,2,2,2,3,3,3,4,3,
IIC2133,Estructuras de Datos y Algoritmos,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,38,32,42,84,80,75,95,125,1,1,1,1,1,1,1,1,
IIC2143,Ingeniería de Software,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,32,48,49,58,74,97,112,131,1,1,1,1,1,1,2,2,
IIC2343,Arquitectura de Computadores,10,2,CRR2013,40082,"Ingeniero Civil de Industrias, Diploma Ingeniería de Computación",No aplica,0,0,Vs.01,0,No aplica,Mínimo Especialidad,No aplica,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,59,50,64,75,104,86,57,100,1,1,1,1,1,1,1,1,
